T,P_sat,vol_f,vol_g,h_f,h_g,mu_f,k_f,Pr_f,mu_g
304,9082406.3,0.0014205172,0.020266679,1367369.7,2741532.8,0.000084438245,0.55711271,0.88943243,0.000019865423
305,9209395.1,0.0014248391,0.019931981,1373075.8,2739391.4,0.000084065464,0.55548961,0.89304568,0.000019920581
306,9337747.2,0.0014292259,0.019602397,1378806.8,2737199.4,0.000083692685,0.5538531,0.89679814,0.000019976425
307,9467473.9,0.0014336796,0.019277822,1384563.4,2734955.7,0.000083319842,0.55220298,0.90069522,0.000020032981
308,9598586.3,0.0014382019,0.018958152,1390346,2732659.3,0.000082946869,0.55053902,0.90474263,0.000020090274
309,9731095.8,0.0014427949,0.018643285,1396155.3,2730309.1,0.000082573698,0.54886097,0.90894646,0.000020148328
310,9865013.8,0.0014474607,0.018333122,1401992,2727904,0.000082200259,0.54716859,0.91331318,0.000020207173
311,10000352,0.0014522015,0.018027565,1407856.7,2725442.8,0.000081826483,0.54546162,0.91784969,0.000020266835
312,10137122,0.0014570196,0.017726517,1413750.1,2722924.2,0.000081452296,0.54373978,0.92256333,0.000020327345
313,10275335,0.0014619173,0.017429885,1419672.9,2720347.1,0.000081077624,0.5420028,0.92746193,0.000020388733
314,10415005,0.0014668971,0.017137576,1425626,2717710,0.000080702392,0.54025037,0.93255388,0.000020451034
315,10556142,0.0014719617,0.016849498,1431610,2715011.7,0.00008032652,0.53848218,0.93784811,0.00002051428
316,10698759,0.0014771138,0.016565564,1437625.9,2712250.6,0.000079949928,0.5366979,0.94335423,0.000020578508
317,10842868,0.0014823564,0.016285685,1443674.4,2709425.3,0.000079572534,0.53489719,0.94908252,0.000020643756
318,10988483,0.0014876924,0.016009775,1449756.5,2706534.3,0.000079194251,0.53307967,0.95504401,0.000020710063
319,11135615,0.0014931251,0.015737749,1455873.1,2703575.9,0.000078814992,0.53124497,0.9612506,0.000020777471
320,11284278,0.0014986577,0.015469522,1462025.2,2700548.4,0.000078434665,0.52939269,0.96771506,0.000020846023
321,11434485,0.0015042939,0.015205014,1468213.8,2697450.1,0.000078053176,0.5275224,0.97445121,0.000020915767
322,11586249,0.0015100374,0.014944142,1474440,2694279,0.000077670427,0.52563365,0.98147396,0.00002098675
323,11739584,0.0015158922,0.014686827,1480704.9,2691033.3,0.000077286317,0.52372598,0.98879948,0.000021059024
324,11894503,0.0015218623,0.014432989,1487009.7,2687710.9,0.000076900739,0.52179889,0.99644528,0.000021132643
325,12051020,0.0015279522,0.01418255,1493355.7,2684309.7,0.000076513585,0.51985186,1.0044304,0.000021207666
326,12209149,0.0015341666,0.013935434,1499744.2,2680827.4,0.00007612474,0.51788433,1.0127757,0.000021284151
327,12368905,0.0015405103,0.013691563,1506176.5,2677261.6,0.000075734084,0.51589572,1.0215036,0.000021362165
328,12530302,0.0015469887,0.013450863,1512654.2,2673609.9,0.000075341492,0.51388541,1.0306391,0.000021441775
329,12693354,0.0015536074,0.013213258,1519178.8,2669869.6,0.000074946834,0.51185275,1.0402093,0.000021523053
330,12858078,0.0015603722,0.012978673,1525751.9,2666037.9,0.000074549972,0.50979704,1.050244,0.000021606078
331,13024487,0.0015672894,0.012747035,1532375.2,2662112,0.000074150763,0.50771754,1.0607762,0.00002169093
332,13192598,0.0015743659,0.01251827,1539050.6,2658088.6,0.000073749055,0.50561348,1.0718421,0.000021777698
333,13362427,0.0015816088,0.012292304,1545780,2653964.6,0.000073344687,0.50348402,1.0834819,0.000021866475
334,13533989,0.0015890258,0.012069065,1552565.6,2649736.4,0.000072937491,0.50132828,1.0957404,0.00002195736
335,13707301,0.0015966252,0.011848478,1559409.4,2645400.3,0.000072527288,0.49914531,1.1086671,0.000022050462
336,13882380,0.0016044159,0.011630471,1566313.8,2640952.3,0.000072113889,0.49693413,1.1223175,0.000022145894
337,14059243,0.0016124074,0.011414969,1573281.5,2636388.2,0.000071697091,0.49469365,1.1367534,0.00002224378
338,14237908,0.00162061,0.011201898,1580314.9,2631703.5,0.000071276681,0.49242274,1.1520443,0.000022344252
339,14418391,0.0016290349,0.010991183,1587417,2626893.3,0.00007085243,0.49012018,1.1682683,0.000022447455
340,14600712,0.0016376939,0.010782748,1594591,2621952.5,0.000070424091,0.48778466,1.1855134,0.000022553541
341,14784890,0.0016466003,0.010576516,1601840,2616875.4,0.000069991403,0.48541478,1.203879,0.00002266268
342,14970943,0.0016557681,0.010372409,1609167.7,2611656,0.000069554083,0.48300903,1.2234777,0.000022775052
343,15158890,0.0016652128,0.010170347,1616578,2606287.8,0.000069111826,0.4805658,1.2444374,0.000022890856
344,15348753,0.0016749513,0.009970247,1624074.9,2600763.7,0.000068664303,0.47808335,1.2669037,0.000023010307
345,15540551,0.0016850021,0.0097720248,1631663.2,2595076.1,0.000068211157,0.4755598,1.2910428,0.000023133642
346,15734306,0.0016953855,0.0095755928,1639347.7,2589216.6,0.000067752,0.47299313,1.3170448,0.000023261118
347,15930039,0.0017061239,0.00938086,1647133.9,2583176.1,0.000067286407,0.47038113,1.3451279,0.000023393021
348,16127774,0.0017172421,0.0091877316,1655027.6,2576944.5,0.000066813914,0.46772145,1.3755429,0.000023529666
349,16327533,0.0017287677,0.0089961076,1663035.5,2570510.9,0.000066334011,0.46501148,1.4085791,0.000023671399
350,16529340,0.0017407314,0.0088058828,1671164.6,2563863,0.000065846134,0.46224842,1.444571,0.00002381861
351,16733220,0.0017531675,0.0086169451,1679423.2,2556987.3,0.00006534966,0.45942918,1.4839066,0.000023971731
352,16939198,0.0017661147,0.0084291745,1687820,2549868.8,0.000064843892,0.45655041,1.5270371,0.000024131247
353,17147301,0.0017796167,0.0082424418,1696365.1,2542490.6,0.000064328052,0.4536084,1.5744893,0.000024297705
354,17357556,0.0017937233,0.0080566064,1705069.9,2534833.7,0.000063801265,0.45059906,1.6268812,0.000024471727
355,17569993,0.0018084912,0.0078715146,1713947,2526876.7,0.000063262539,0.44751787,1.6849405,0.000024654019
356,17784641,0.001823986,0.0076869961,1723011.3,2518594.9,0.000062710744,0.44435979,1.7495306,0.000024845395
357,18001532,0.0018402837,0.007502861,1732279.5,2509960.5,0.000062144585,0.44111918,1.8216837,0.000025046792
358,18220698,0.0018574729,0.0073188952,1741771.3,2500940.7,0.00006156256,0.43778971,1.9026482,0.000025259306
359,18442174,0.0018756585,0.0071348543,1751509.9,2491497.7,0.000060962921,0.43436421,1.9939567,0.000025484221
360,18665998,0.0018949656,0.0069504563,1761522.5,2481586.9,0.000060343604,0.43083459,2.0975304,0.000025723067
361,18892208,0.0019155447,0.0067653708,1771842.1,2471155.1,0.000059702151,0.42719165,2.2158454,0.000025977679
362,19120845,0.0019375804,0.0065792054,1782508.8,2460138,0.000059035593,0.42342507,2.3522111,0.000026250292
363,19351956,0.0019613015,0.0063914857,1793572.3,2448457,0.000058340292,0.4195235,2.5112541,0.000026543665
364,19585588,0.0019869976,0.006201627,1805095.2,2436014.4,0.000057611711,0.41547517,2.6997869,0.000026861274
365,19821795,0.0020150425,0.0060088926,1817158,2422685.7,0.000056844075,0.41126962,2.9284169,0.00002720758
366,20060635,0.0020459321,0.0058123292,1829867.2,2408308.9,0.000056029847,0.40690213,3.2146046,0.000027588466
367,20302176,0.002080345,0.0056106629,1843366.7,2392666.5,0.000055158886,0.40238457,3.5886781,0.000028011928
368,20546491,0.0021192483,0.0054021231,1857858.9,2375454.9,0.00005421701,0.39777198,4.1062111,0.000028489278
369,20793671,0.0021640939,0.0051841187,1873641.3,2356229.6,0.000053183361,0.3932311,4.8752204,0.000029037361
370,21043822,0.0022172235,0.0049525866,1891180.4,2334293,0.000052025081,0.38923211,6.1213771,0.000029683085
371,21297084,0.0022828259,0.0047004874,1911282.3,2308437.3,0.000050684973,0.38716239,8.3625829,0.000030474046
372,21553646,0.0023697497,0.0044135175,1935591.8,2276213.8,0.000049046166,0.39181952,12.966254,0.000031509376
373,21813821,0.0025038625,0.0040520441,1968784.1,2230855.5,0.000047822171,0.42824694,25.965453,0.000033644663
