T,P_sat,vol_f,vol_g,h_f,h_g,mu_f,k_f,Pr_f,mu_g
247,3778657.2,0.001244711,0.052773461,1071115,2801788,0.00010752,0.63157524,0.82363753,1.73825E-05
248,3843650.9,0.001246983,0.051859707,1075956.5,2801531.6,0.000107055,0.63053647,0.82315369,1.74198E-05
249,3909497.4,0.001249275,0.050963805,1080807.5,2801252.6,0.000106593,0.62948884,0.82271697,1.74571E-05
250,3976204.3,0.001251588,0.05008534,1085668,2800950.8,0.000106135,0.62843235,0.82232757,1.74946E-05
251,4043779.3,0.001253922,0.049223903,1090538.3,2800626,0.000105679,0.62736696,0.82198566,1.75322E-05
252,4112229.8,0.001256277,0.048379099,1095418.4,2800277.8,0.000105227,0.62629266,0.82169148,1.75699E-05
253,4181563.7,0.001258654,0.047550543,1100308.4,2799906.1,0.000104777,0.62520943,0.82144526,1.76078E-05
254,4251788.5,0.001261054,0.046737859,1105208.6,2799510.5,0.00010433,0.62411726,0.82124727,1.76458E-05
255,4322912.1,0.001263475,0.045940682,1110119,2799090.9,0.000103886,0.62301611,0.82109779,1.76839E-05
256,4394942.1,0.001265919,0.045158656,1115039.9,2798646.9,0.000103445,0.62190596,0.82099714,1.77222E-05
257,4467886.5,0.001268387,0.044391435,1119971.2,2798178.3,0.000103007,0.62078679,0.82094565,1.77607E-05
258,4541753,0.001270878,0.04363868,1124913.3,2797684.7,0.000102571,0.61965858,0.82094371,1.77993E-05
259,4616549.6,0.001273393,0.042900063,1129866.3,2797166,0.000102138,0.61852128,0.82099169,1.7838E-05
260,4692284.3,0.001275932,0.042175263,1134830.2,2796621.7,0.000101707,0.61737489,0.82109002,1.7877E-05
261,4768964.9,0.001278496,0.041463969,1139805.4,2796051.7,0.000101279,0.61621935,0.82123916,1.79161E-05
262,4846599.5,0.001281086,0.040765876,1144791.8,2795455.6,0.000100853,0.61505465,0.82143958,1.79553E-05
263,4925196.2,0.001283701,0.040080688,1149789.8,2794833,0.00010043,0.61388074,0.82169179,1.79948E-05
264,5004763.1,0.001286342,0.039408115,1154799.5,2794183.8,0.000100008,0.6126976,0.82199635,1.80344E-05
265,5085308.3,0.001289009,0.038747876,1159821,2793507.5,9.95895E-05,0.61150518,0.82235383,1.80743E-05
266,5166840.1,0.001291703,0.038099697,1164854.6,2792803.8,9.91728E-05,0.61030345,0.82276484,1.81143E-05
267,5249366.7,0.001294425,0.037463311,1169900.4,2792072.4,9.87582E-05,0.60909236,0.82323004,1.81546E-05
268,5332896.3,0.001297175,0.036838455,1174958.6,2791312.9,9.83457E-05,0.60787188,0.82375012,1.8195E-05
269,5417437.4,0.001299953,0.036224876,1180029.4,2790525,9.79353E-05,0.60664196,0.82432579,1.82357E-05
270,5502998.3,0.001302761,0.035622326,1185113,2789708.3,9.75268E-05,0.60540255,0.82495783,1.82766E-05
271,5589587.5,0.001305598,0.035030563,1190209.6,2788862.5,9.71202E-05,0.6041536,0.82564705,1.83178E-05
272,5677213.3,0.001308465,0.034449351,1195319.4,2787987.1,9.67155E-05,0.60289507,0.82639431,1.83591E-05
273,5765884.5,0.001311362,0.033878459,1200442.6,2787081.8,9.63127E-05,0.6016269,0.8272005,1.84007E-05
274,5855609.4,0.001314291,0.033317664,1205579.4,2786146.2,9.59116E-05,0.60034904,0.82806658,1.84426E-05
275,5946396.9,0.001317252,0.032766745,1210730.2,2785179.9,9.55122E-05,0.59906143,0.82899355,1.84847E-05
276,6038255.6,0.001320245,0.03222549,1215894.9,2784182.4,9.51144E-05,0.597764,0.82998245,1.85272E-05
277,6131194.2,0.001323271,0.03169369,1221074,2783153.4,9.47183E-05,0.59645671,0.83103439,1.85698E-05
278,6225221.5,0.001326331,0.031171141,1226267.7,2782092.4,9.43238E-05,0.59513948,0.83215055,1.86128E-05
279,6320346.4,0.001329426,0.030657645,1231476.2,2780999,9.39307E-05,0.59381225,0.83333215,1.86561E-05
280,6416577.8,0.001332556,0.030153008,1236699.6,2779872.6,9.35391E-05,0.59247494,0.83458047,1.86996E-05
281,6513924.7,0.001335721,0.02965704,1241938.5,2778712.9,9.31489E-05,0.59112749,0.83589688,1.87435E-05
282,6612396.1,0.001338924,0.029169556,1247192.8,2777519.3,9.276E-05,0.58976982,0.83728279,1.87877E-05
283,6712001.2,0.001342163,0.028690377,1252463,2776291.4,9.23725E-05,0.58840184,0.83873972,1.88322E-05
284,6812749,0.001345441,0.028219325,1257749.4,2775028.6,9.19861E-05,0.58702348,0.84026923,1.88771E-05
285,6914648.7,0.001348758,0.027756229,1263052.1,2773730.4,9.1601E-05,0.58563465,0.84187298,1.89223E-05
286,7017709.8,0.001352115,0.027300921,1268371.5,2772396.4,9.1217E-05,0.58423526,0.84355272,1.89679E-05
287,7121941.5,0.001355512,0.026853237,1273708,2771025.8,9.08341E-05,0.58282522,0.84531028,1.90138E-05
288,7227353.2,0.001358951,0.026413015,1279061.7,2769618.3,9.04522E-05,0.58140443,0.8471476,1.90602E-05
289,7333954.5,0.001362433,0.0259801,1284433.1,2768173.1,9.00713E-05,0.57997279,0.84906669,1.91069E-05
290,7441754.8,0.001365958,0.025554338,1289822.4,2766689.8,8.96914E-05,0.57853019,0.8510697,1.91541E-05
291,7550763.9,0.001369528,0.02513558,1295230,2765167.6,8.93123E-05,0.57707653,0.85315887,1.92016E-05
292,7660991.5,0.001373143,0.024723678,1300656.3,2763606,8.8934E-05,0.57561169,0.85533656,1.92497E-05
293,7772447.3,0.001376805,0.024318491,1306101.6,2762004.3,8.85565E-05,0.57413554,0.85760528,1.92981E-05
294,7885141.2,0.001380515,0.023919878,1311566.3,2760361.9,8.81797E-05,0.57264798,0.85996764,1.9347E-05
295,7999083.1,0.001384274,0.023527703,1317050.7,2758678,8.78035E-05,0.57114886,0.86242641,1.93964E-05
296,8114283.1,0.001388083,0.023141831,1322555.3,2756951.9,8.7428E-05,0.56963806,0.8649845,1.94463E-05
297,8230751.3,0.001391943,0.022762133,1328080.5,2755182.9,8.7053E-05,0.56811543,0.867645,1.94968E-05
298,8348497.9,0.001395856,0.022388479,1333626.7,2753370.3,8.66785E-05,0.56658083,0.87041114,1.95477E-05
299,8467533.2,0.001399823,0.022020746,1339194.2,2751513.3,8.63044E-05,0.5650341,0.87328634,1.95992E-05
300,8587867.5,0.001403845,0.02165881,1344783.7,2749611,8.59306E-05,0.56347508,0.87627423,1.96512E-05
301,8709511.3,0.001407924,0.021302551,1350395.5,2747662.7,8.55572E-05,0.56190361,0.87937863,1.97039E-05
302,8832475.3,0.001412061,0.020951853,1356030.1,2745667.5,8.51841E-05,0.56031951,0.88260357,1.97571E-05
303,8956770,0.001416259,0.020606599,1361688,2743624.5,8.48111E-05,0.55872261,0.88595333,1.98109E-05
304,9082406.3,0.001420517,0.020266679,1367369.7,2741532.8,8.44382E-05,0.55711271,0.88943243,1.98654E-05
305,9209395.1,0.001424839,0.019931981,1373075.8,2739391.4,8.40655E-05,0.55548961,0.89304568,1.99206E-05
306,9337747.2,0.001429226,0.019602397,1378806.8,2737199.4,8.36927E-05,0.5538531,0.89679814,1.99764E-05
307,9467473.9,0.00143368,0.019277822,1384563.4,2734955.7,8.33198E-05,0.55220298,0.90069522,2.0033E-05
308,9598586.3,0.001438202,0.018958152,1390346,2732659.3,8.29469E-05,0.55053902,0.90474263,2.00903E-05
309,9731095.8,0.001442795,0.018643285,1396155.3,2730309.1,8.25737E-05,0.54886097,0.90894646,2.01483E-05
310,9865013.8,0.001447461,0.018333122,1401992,2727904,8.22003E-05,0.54716859,0.91331318,2.02072E-05
311,10000352,0.001452202,0.018027565,1407856.7,2725442.8,8.18265E-05,0.54546162,0.91784969,2.02668E-05
312,10137122,0.00145702,0.017726517,1413750.1,2722924.2,8.14523E-05,0.54373978,0.92256333,2.03273E-05
313,10275335,0.001461917,0.017429885,1419672.9,2720347.1,8.10776E-05,0.5420028,0.92746193,2.03887E-05
314,10415005,0.001466897,0.017137576,1425626,2717710,8.07024E-05,0.54025037,0.93255388,2.0451E-05
315,10556142,0.001471962,0.016849498,1431610,2715011.7,8.03265E-05,0.53848218,0.93784811,2.05143E-05
316,10698759,0.001477114,0.016565564,1437625.9,2712250.6,7.99499E-05,0.5366979,0.94335423,2.05785E-05
317,10842868,0.001482356,0.016285685,1443674.4,2709425.3,7.95725E-05,0.53489719,0.94908252,2.06438E-05
318,10988483,0.001487692,0.016009775,1449756.5,2706534.3,7.91943E-05,0.53307967,0.95504401,2.07101E-05
319,11135615,0.001493125,0.015737749,1455873.1,2703575.9,7.8815E-05,0.53124497,0.9612506,2.07775E-05
320,11284278,0.001498658,0.015469522,1462025.2,2700548.4,7.84347E-05,0.52939269,0.96771506,2.0846E-05
321,11434485,0.001504294,0.015205014,1468213.8,2697450.1,7.80532E-05,0.5275224,0.97445121,2.09158E-05
322,11586249,0.001510037,0.014944142,1474440,2694279,7.76704E-05,0.52563365,0.98147396,2.09868E-05
323,11739584,0.001515892,0.014686827,1480704.9,2691033.3,7.72863E-05,0.52372598,0.98879948,2.1059E-05
324,11894503,0.001521862,0.014432989,1487009.7,2687710.9,7.69007E-05,0.52179889,0.99644528,2.11326E-05
325,12051020,0.001527952,0.01418255,1493355.7,2684309.7,7.65136E-05,0.51985186,1.0044304,2.12077E-05
326,12209149,0.001534167,0.013935434,1499744.2,2680827.4,7.61247E-05,0.51788433,1.0127757,2.12842E-05
327,12368905,0.00154051,0.013691563,1506176.5,2677261.6,7.57341E-05,0.51589572,1.0215036,2.13622E-05
328,12530302,0.001546989,0.013450863,1512654.2,2673609.9,7.53415E-05,0.51388541,1.0306391,2.14418E-05
329,12693354,0.001553607,0.013213258,1519178.8,2669869.6,7.49468E-05,0.51185275,1.0402093,2.15231E-05
330,12858078,0.001560372,0.012978673,1525751.9,2666037.9,7.455E-05,0.50979704,1.050244,2.16061E-05
331,13024487,0.001567289,0.012747035,1532375.2,2662112,7.41508E-05,0.50771754,1.0607762,2.16909E-05
332,13192598,0.001574366,0.01251827,1539050.6,2658088.6,7.37491E-05,0.50561348,1.0718421,2.17777E-05
333,13362427,0.001581609,0.012292304,1545780,2653964.6,7.33447E-05,0.50348402,1.0834819,2.18665E-05
334,13533989,0.001589026,0.012069065,1552565.6,2649736.4,7.29375E-05,0.50132828,1.0957404,2.19574E-05
335,13707301,0.001596625,0.011848478,1559409.4,2645400.3,7.25273E-05,0.49914531,1.1086671,2.20505E-05
336,13882380,0.001604416,0.011630471,1566313.8,2640952.3,7.21139E-05,0.49693413,1.1223175,2.21459E-05
337,14059243,0.001612407,0.011414969,1573281.5,2636388.2,7.16971E-05,0.49469365,1.1367534,2.22438E-05
338,14237908,0.00162061,0.011201898,1580314.9,2631703.5,7.12767E-05,0.49242274,1.1520443,2.23443E-05
339,14418391,0.001629035,0.010991183,1587417,2626893.3,7.08524E-05,0.49012018,1.1682683,2.24475E-05
340,14600712,0.001637694,0.010782748,1594591,2621952.5,7.04241E-05,0.48778466,1.1855134,2.25535E-05
341,14784890,0.0016466,0.010576516,1601840,2616875.4,6.99914E-05,0.48541478,1.203879,2.26627E-05
342,14970943,0.001655768,0.010372409,1609167.7,2611656,6.95541E-05,0.48300903,1.2234777,2.27751E-05
343,15158890,0.001665213,0.010170347,1616578,2606287.8,6.91118E-05,0.4805658,1.2444374,2.28909E-05
344,15348753,0.001674951,0.009970247,1624074.9,2600763.7,6.86643E-05,0.47808335,1.2669037,2.30103E-05
345,15540551,0.001685002,0.009772025,1631663.2,2595076.1,6.82112E-05,0.4755598,1.2910428,2.31336E-05
346,15734306,0.001695386,0.009575593,1639347.7,2589216.6,0.000067752,0.47299313,1.3170448,2.32611E-05
347,15930039,0.001706124,0.00938086,1647133.9,2583176.1,6.72864E-05,0.47038113,1.3451279,2.3393E-05
348,16127774,0.001717242,0.009187732,1655027.6,2576944.5,6.68139E-05,0.46772145,1.3755429,2.35297E-05
349,16327533,0.001728768,0.008996108,1663035.5,2570510.9,6.6334E-05,0.46501148,1.4085791,2.36714E-05
350,16529340,0.001740731,0.008805883,1671164.6,2563863,6.58461E-05,0.46224842,1.444571,2.38186E-05
351,16733220,0.001753168,0.008616945,1679423.2,2556987.3,6.53497E-05,0.45942918,1.4839066,2.39717E-05
352,16939198,0.001766115,0.008429175,1687820,2549868.8,6.48439E-05,0.45655041,1.5270371,2.41312E-05
353,17147301,0.001779617,0.008242442,1696365.1,2542490.6,6.43281E-05,0.4536084,1.5744893,2.42977E-05
354,17357556,0.001793723,0.008056606,1705069.9,2534833.7,6.38013E-05,0.45059906,1.6268812,2.44717E-05
355,17569993,0.001808491,0.007871515,1713947,2526876.7,6.32625E-05,0.44751787,1.6849405,2.4654E-05
356,17784641,0.001823986,0.007686996,1723011.3,2518594.9,6.27107E-05,0.44435979,1.7495306,2.48454E-05
357,18001532,0.001840284,0.007502861,1732279.5,2509960.5,6.21446E-05,0.44111918,1.8216837,2.50468E-05
358,18220698,0.001857473,0.007318895,1741771.3,2500940.7,6.15626E-05,0.43778971,1.9026482,2.52593E-05
359,18442174,0.001875659,0.007134854,1751509.9,2491497.7,6.09629E-05,0.43436421,1.9939567,2.54842E-05
360,18665998,0.001894966,0.006950456,1761522.5,2481586.9,6.03436E-05,0.43083459,2.0975304,2.57231E-05
361,18892208,0.001915545,0.006765371,1771842.1,2471155.1,5.97022E-05,0.42719165,2.2158454,2.59777E-05
362,19120845,0.00193758,0.006579205,1782508.8,2460138,5.90356E-05,0.42342507,2.3522111,2.62503E-05
363,19351956,0.001961302,0.006391486,1793572.3,2448457,5.83403E-05,0.4195235,2.5112541,2.65437E-05
364,19585588,0.001986998,0.006201627,1805095.2,2436014.4,5.76117E-05,0.41547517,2.6997869,2.68613E-05
365,19821795,0.002015043,0.006008893,1817158,2422685.7,5.68441E-05,0.41126962,2.9284169,2.72076E-05
366,20060635,0.002045932,0.005812329,1829867.2,2408308.9,5.60298E-05,0.40690213,3.2146046,2.75885E-05
367,20302176,0.002080345,0.005610663,1843366.7,2392666.5,5.51589E-05,0.40238457,3.5886781,2.80119E-05
368,20546491,0.002119248,0.005402123,1857858.9,2375454.9,5.4217E-05,0.39777198,4.1062111,2.84893E-05
369,20793671,0.002164094,0.005184119,1873641.3,2356229.6,5.31834E-05,0.3932311,4.8752204,2.90374E-05
370,21043822,0.002217224,0.004952587,1891180.4,2334293,5.20251E-05,0.38923211,6.1213771,2.96831E-05
371,21297084,0.002282826,0.004700487,1911282.3,2308437.3,5.0685E-05,0.38716239,8.3625829,3.0474E-05
372,21553646,0.00236975,0.004413518,1935591.8,2276213.8,4.90462E-05,0.39181952,12.966254,3.15094E-05
373,21813821,0.002503863,0.004052044,1968784.1,2230855.5,4.78222E-05,0.42824694,25.965453,3.36447E-05
